sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
这并不影响字义。,This does not affect self-confidence.,It cannot affect the meaning of the words/Chinese characters.,这并不影响字义,this does not affect self confidence,it cannot affect the meaning of the words chinese characters,4363.90380191803
以前所属公司,Directly study through the sanitary- provide company,The past subordinated company.,以前所属公司,directly study through the sanitary provide company,the past subordinated company,4363.90380191803
中华人民共和国情报学家。,"Chinese people and citizens of the Republic of China, please report to the students.",The intelligence expert of the People’s Republic of China.,中华人民共和国情报学家,chinese people and citizens of the republic of china please report to the students,the intelligence expert of the people s republic of china,4363.90380191803
蒙斯特鲁米利厄。,mistletoe,Montgaroult.,蒙斯特鲁米利厄,mistletoe,montgaroult,4363.90380191803
布里翁河畔苏塞。,Gu Li Wong He Pan Shu Xia,Soussey-sur-Brionne.,布里翁河畔苏塞,gu li wong he pan shu xia,soussey sur brionne,4363.90380191803
电视剧文化亦同时影响着香港其他普及文化事业。,The TV series also影響香港其他部级文化事业.,Teleplay culture is also affect HK and even spread the cultural cause.,电视剧文化亦同时影响着香港其他普及文化事业,the tv series also影響香港其他部级文化事业,teleplay culture is also affect hk and even spread the cultural cause,4363.90380191803
小一至小六均为活动教学班。,approached into a military find and train,It is the teaching activity class from Grade 1 to Grade 6 in primary school.,小一至小六均为活动教学班,approached into a military find and train,it is the teaching activity class from grade 1 to grade 6 in primary school,4363.90380191803
这里也是一个文化重镇。,This is also a cultural center,The town attach importance to the culture.,这里也是一个文化重镇,this is also a cultural center,the town attach importance to the culture,4363.90380191803
胆小狗英雄是一出美国电视动画。,An idol expressed a photo in a national TV series,Hero Dogs is a piece of American animation.,胆小狗英雄是一出美国电视动画,an idol expressed a photo in a national tv series,hero dogs is a piece of american animation,4363.90380191803
万有引力与静电力都遵守强版作用与反作用定律。,"Although foreign customers have made the training contracts to ban an electric power supply, they want to be established again .",Both universal gravitation and static electricity comply with law of observed reaction and counterreflect.,万有引力与静电力都遵守强版作用与反作用定律,although foreign customers have made the training contracts to ban an electric power supply they want to be established again,both universal gravitation and static electricity comply with law of observed reaction and counterreflect,4363.90380191803
大家冲进去,Let'sора,Let’s rush in together,大家冲进去,let sора,let s rush in together,4363.90380191803
是真的吗？,Really?,Is that real?,是真的吗,really,is that real,4363.90380191803
分类词不应与名词类别混淆。,He gave a good lecture with the mercy of his guy.,We should distinguish classifiers and noun categories.,分类词不应与名词类别混淆,he gave a good lecture with the mercy of his guy,we should distinguish classifiers and noun categories,4363.90380191803
也有人认为他有客家血统。,Someone also thinks he has a classmate.,He think that he has blood relationship of Hakka.,也有人认为他有客家血统,someone also thinks he has a classmate,he think that he has blood relationship of hakka,4363.90380191803
殿试登进士第三甲第六十一名。,"AC Shoot, Medium, Middle, Middle is Third range is sixth is on southeast",Ranked No.61 in the third round of palace examination.,殿试登进士第三甲第六十一名,ac shoot medium middle middle is third range is sixth is on southeast,ranked no 61 in the third round of palace examination,4363.90380191803
三角叶驴蹄草为毛茛科驴蹄草属下的一个变种。,Plus the third foot is green tea The earth needs more style Nice softness,Triangular hemlock grass is the variation of caltha.,三角叶驴蹄草为毛茛科驴蹄草属下的一个变种,plus the third foot is green tea the earth needs more style nice softness,triangular hemlock grass is the variation of caltha,4363.90380191803
趣味野外竞赛。,The appearance of foreign competition,Hobby outdoor contest.,趣味野外竞赛,the appearance of foreign competition,hobby outdoor contest,4363.90380191803
这样背景估计从视频序列的第二帧就有效了。,After similar carefully touching the 2nd floor of video recording.,The background is available when you see from the second sequencing of video.,这样背景估计从视频序列的第二帧就有效了,after similar carefully touching the 2nd floor of video recording,the background is available when you see from the second sequencing of video,4363.90380191803
在日本其写真作品拥有不错的销售成绩。,"In Japan, the work of Lincoln is carried out by good intern",Album usually made remarkable outcome in Japan.,在日本其写真作品拥有不错的销售成绩,in japan the work of lincoln is carried out by good intern,album usually made remarkable outcome in japan,4363.90380191803
展毛翠雀花为毛茛科翠雀属下的一个变种。,"And with the width of the ankle, this are dengan and part.",Exhibition Hair dwarf sparrow flower is the variation of delphinium grandiflorum.,展毛翠雀花为毛茛科翠雀属下的一个变种,and with the width of the ankle this are dengan and part,exhibition hair dwarf sparrow flower is the variation of delphinium grandiflorum,4363.90380191803
爱达荷州参议院是美国爱达荷州议会的上议院。,"Aida and Zhou, the restaurant hospital, is the last hospital of the American Aida and Zhou.",Idaho Senate is the Upper House of United State.,爱达荷州参议院是美国爱达荷州议会的上议院,aida and zhou the restaurant hospital is the last hospital of the american aida and zhou,idaho senate is the upper house of united state,4363.90380191803
兰青铁路是连接中国西北甘肃兰州市西固区和青海西宁的一条铁路。,"Blue constituents are semiconductors of Chinese zhibai o理ows, purely apinchablit and highly甩水 oranges and darker Getting on the pergunta are different colors In fact, this term is calledNON-PROP Louise The first word is gardent In more cases, cubic light Ambrisation was made on a//8","Lanqing Railway is a railway that connects northwest of Lanzhou City, Gansu Province and Xining City, Qinghai Province, China.",兰青铁路是连接中国西北甘肃兰州市西固区和青海西宁的一条铁路,blue constituents are semiconductors of chinese zhibai o理ows purely apinchablit and highly甩水 oranges and darker getting on the pergunta are different colors in fact this term is callednon prop louise the first word is gardent in more cases cubic light ambrisation was made on a 8,lanqing railway is a railway that connects northwest of lanzhou city gansu province and xining city qinghai province china,4363.90380191803
唐朝是中国摇滚乐队唐朝乐队的第一张国语摇滚专辑。,The constant ...,"Tang Dynasty, a name of Chinese band, is their first mandarin rock album.",唐朝是中国摇滚乐队唐朝乐队的第一张国语摇滚专辑,the constant,tang dynasty a name of chinese band is their first mandarin rock album,4363.90380191803
并且从此不断派遣使者到金国求和要迎韦氏回南宋。,"Geilphysers think of voidʻird since the death of enlightenment, they will continue to claim","Meanwhile, he dispatched the envoy to Jing Country in order to sue for peace and welcomed people whose surname called Wei coming to the Southern Song Dynasty.",并且从此不断派遣使者到金国求和要迎韦氏回南宋,geilphysers think of voidʻird since the death of enlightenment they will continue to claim,meanwhile he dispatched the envoy to jing country in order to sue for peace and welcomed people whose surname called wei coming to the southern song dynasty,4363.90380191803
流星雨是在夜空中有许多的流星从天空中一个所谓的辐射点发射出来的天文现象。,theža derru H comunude is the Leicester's most famousdoc and usefuliert,Meteor shower is a astronomical phenomena which come from the radiation point emission in the aerial.,流星雨是在夜空中有许多的流星从天空中一个所谓的辐射点发射出来的天文现象,theža derru h comunude is the leicester s most famousdoc and usefuliert,meteor shower is a astronomical phenomena which come from the radiation point emission in the aerial,4363.90380191803
梭罗把这次经历称为简朴隐居生活的一次尝试。,The Spanish War of Jain was made to perform the 130th birthday.,Henry David Thoreau regarded the experience as the attempt of crytobosis.,梭罗把这次经历称为简朴隐居生活的一次尝试,the spanish war of jain was made to perform the 130th birthday,henry david thoreau regarded the experience as the attempt of crytobosis,4363.90380191803
施沃布费尔德是德国图林根州的一个市镇。,"Thirdly, pick a piece you originally not how many galleries made.","Schwarzschild is a town where lies in the Thuringian State, Germany.",施沃布费尔德是德国图林根州的一个市镇,thirdly pick a piece you originally not how many galleries made,schwarzschild is a town where lies in the thuringian state germany,4363.90380191803
商品拜物教是许多学者关切的课题。,Teachers comedy.,"Topic of Commodity fetishism, Marx’s Theory of Alienation, that has captured the scholar’s attention.",商品拜物教是许多学者关切的课题,teachers comedy,topic of commodity fetishism marx s theory of alienation that has captured the scholar s attention,4363.90380191803
作曲家山冈晃表示开发商不知道如何着手游戏的后期制作。,Night outwardly manufacturers like the,"Japanese composer, Akira Yamaoka, said that developers did not know how to manage the post-production.",作曲家山冈晃表示开发商不知道如何着手游戏的后期制作,night outwardly manufacturers like the,japanese composer akira yamaoka said that developers did not know how to manage the post production,4363.90380191803
第一次会议结束。,the rice is sticky dick,The first conference is the end.,第一次会议结束,the rice is sticky dick,the first conference is the end,4363.90380191803
在中国古书及日本传说当中有许多关于返魂香的记载。,"There are a lot of objects, deiTON Weibo and other data about the martial arts in China.","There are some records about Fanhunxiang (a medicine with strong legendary features), in ancient books of China and Japanese legend.",在中国古书及日本传说当中有许多关于返魂香的记载,there are a lot of objects deiton weibo and other data about the martial arts in china,there are some records about fanhunxiang in ancient books of china and japanese legend,4363.90380191803
父大纳言日野重光。,"When I was oppressive days, I would recall the night that the Grand Master had become blind",His father is Dainakon Hino Hikari.,父大纳言日野重光,when i was oppressive days i would recall the night that the grand master had become blind,his father is dainakon hino hikari,4363.90380191803
他现在效力于塞尔维亚足球超级联赛球队贝尔格莱德红星足球俱乐部。,Cal назв has been led by some corrupt human world to see a trans-citero Doido,He is now committed to the Red Star Belgrade Club of Serbia football Super League Team.,他现在效力于塞尔维亚足球超级联赛球队贝尔格莱德红星足球俱乐部,cal назв has been led by some corrupt human world to see a trans citero doido,he is now committed to the red star belgrade club of serbia football super league team,4363.90380191803
所用的传热介质称为热载体。,Then the software you are using after changing terminal switches,The hear transfer medium he used is heat medium.,所用的传热介质称为热载体,then the software you are using after changing terminal switches,the hear transfer medium he used is heat medium,4363.90380191803
然而它们有能力直接从高处滑行到地面。,So that they have the ability to revive from high emissions to the ground.,"However, they have the power to slide from the high place to the ground.",然而它们有能力直接从高处滑行到地面,so that they have the ability to revive from high emissions to the ground,however they have the power to slide from the high place to the ground,4363.90380191803
谢升俊之子。,This will cure,Son of Shengjun Xie.,谢升俊之子,this will cure,son of shengjun xie,4363.90380191803
为王羲之第七子。,"Wang Xi Zhi, the seventh ring",He is the seventh son of Xizhi Wang.,为王羲之第七子,wang xi zhi the seventh ring,he is the seventh son of xizhi wang,4363.90380191803
通过后代带有父母显性基因的数量来推测繁殖的成效。,Since there areosas in this diagram for the,The number of dominant gene prediction carried by the parents that can predict the outcome of the offspring reproduction.,通过后代带有父母显性基因的数量来推测繁殖的成效,since there areosas in this diagram for the,the number of dominant gene prediction carried by the parents that can predict the outcome of the offspring reproduction,4363.90380191803
霍尔梅奇农村居民点是俄罗斯联邦布良斯克州苏泽姆卡区所属的一个农村居民点。,"War psychologists, Ben Snow and Shaman, the launchers ofAKI R эти Odom Hisаєjemic","Holmech rural settlement is managed by the Suzemka District, Bryansk Oblast of Russian Federation.",霍尔梅奇农村居民点是俄罗斯联邦布良斯克州苏泽姆卡区所属的一个农村居民点,war psychologists ben snow and shaman the launchers ofaki r эти odom hisаєjemic,holmech rural settlement is managed by the suzemka district bryansk oblast of russian federation,4363.90380191803
含新装版。,Still lunch,It contains the new edition.,含新装版,still lunch,it contains the new edition,4363.90380191803
关于蛋白质的列表。,the key to derechos in all laws,About the list of proteins.,关于蛋白质的列表,the key to derechos in all laws,about the list of proteins,4363.90380191803
人口数最高的独立市是马里兰州巴尔的摩。,The highest level for people is Ma Li Lan Zhou Bayer Di Ma.,"The largest population of Independent city is Baltimore, Maryland State.",人口数最高的独立市是马里兰州巴尔的摩,the highest level for people is ma li lan zhou bayer di ma,the largest population of independent city is baltimore maryland state,4363.90380191803
这些是着名的普林斯顿大学人物。,These are the famous Pro-Lin斯頓大學人物,Great figures are from the famous Princeton University.,这些是着名的普林斯顿大学人物,these are the famous pro lin斯頓大學人物,great figures are from the famous princeton university,4363.90380191803
母仲氏。,This is disgusting.,His mother’s family name is Zhong.,母仲氏,this is disgusting,his mother s family name is zhong,4363.90380191803
归属旅顺基地建制。,Present at your lists.,It belongs to the organizational system of Lvshun Base.,归属旅顺基地建制,present at your lists,it belongs to the organizational system of lvshun base,4363.90380191803
珙县芙蓉矿区是四川省重要的煤田。,Gong Xing Fu Rongavi 好鲜腐肉 seriously should make therid,Furong Mining Area of Gong County is the most imperative coal fields in Sicuan Province.,珙县芙蓉矿区是四川省重要的煤田,gong xing fu rongavi 好鲜腐肉 seriously should make therid,furong mining area of gong county is the most imperative coal fields in sicuan province,4363.90380191803
大门外及两旁挖有水池。,We are going to some grape ascendant place to wash the water slide,There is a pool that lies outside the gate and both sides of the gate.,大门外及两旁挖有水池,we are going to some grape ascendant place to wash the water slide,there is a pool that lies outside the gate and both sides of the gate,4363.90380191803
公园范围包括北潭凹至榕树澳一带。,yuan Laxiao 19 Chong他說,Park includes the areas of Bei Tan Ao and Rong Shu Ao.,公园范围包括北潭凹至榕树澳一带,yuan laxiao 19 chong他說,park includes the areas of bei tan ao and rong shu ao,4363.90380191803
而水笙正默默地在雪谷等着他。,But Sui got y мон or xue bula,Sheng Shui is silently waiting for him in the snow valley.,而水笙正默默地在雪谷等着他,but sui got y мон or xue bula,sheng shui is silently waiting for him in the snow valley,4363.90380191803
天方国也派遣大臣带方物随七人朝贡。,golden,Arab Region also dispatched the ministers along with his/her seven waiters to pay tribute to the emperor.,天方国也派遣大臣带方物随七人朝贡,golden,arab region also dispatched the ministers along with his her seven waiters to pay tribute to the emperor,4363.90380191803
领宣府等十县。,Lee Chun-Fu wasagog워,Ling Xuan Government and other ten counties.,领宣府等十县,lee chun fu wasagog워,ling xuan government and other ten counties,4363.90380191803
征西将军夏侯玄与李胜是老朋友。,"President Tshe Yi accepts the invitation, Wirtschaft in charge of this woll Challenge","Houyuan Xi, General Xi Zheng and Sheng Li are good friends.",征西将军夏侯玄与李胜是老朋友,president tshe yi accepts the invitation wirtschaft in charge of this woll challenge,houyuan xi general xi zheng and sheng li are good friends,4363.90380191803
顺天府乡试第十五名。,75 of Suntiyan mansion,"He passed the country exams, which executed by the Shun Tian Government, ranking the fifteenth.",顺天府乡试第十五名,75 of suntiyan mansion,he passed the country exams which executed by the shun tian government ranking the fifteenth,4363.90380191803
莫洛季科沃农村居民点是俄罗斯联邦布良斯克州姆格林区所属的一个农村居民点。,The magical Potion Zachary needs to communicate with Moon as well.,"Molotikovo Rural Settlement is a rural settlement where lies in Malin District, Bryansk Oblast State of Russia Federation.",莫洛季科沃农村居民点是俄罗斯联邦布良斯克州姆格林区所属的一个农村居民点,the magical potion zachary needs to communicate with moon as well,molotikovo rural settlement is a rural settlement where lies in malin district bryansk oblast state of russia federation,4363.90380191803
原先共和党人和底层民众也期盼拉马克将军能够向政府施压迫使政府和平转变。,The Greek Foreign Affairs Office and its members were also like President Obama and shake hands to these policies.,The original republicans and grass roots also hope that General Lamarck would put pressure on the government to transform them peacefully.,原先共和党人和底层民众也期盼拉马克将军能够向政府施压迫使政府和平转变,the greek foreign affairs office and its members were also like president obama and shake hands to these policies,the original republicans and grass roots also hope that general lamarck would put pressure on the government to transform them peacefully,4363.90380191803
人资小周末创办人,The�� of the End,Founded by the HR Friday,人资小周末创办人,the of the end,founded by the hr friday,4363.90380191803
热基蒂巴是巴西米纳斯吉拉斯州的一个市镇。,In this Directing youtube稣 From Ren Zug of 1 party There was a fight in Sh WrestleMania,"Jekitiba is a municipality where lies in Minas Gerais State, Brazil.",热基蒂巴是巴西米纳斯吉拉斯州的一个市镇,in this directing youtube稣 from ren zug of 1 party there was a fight in sh wrestlemania,jekitiba is a municipality where lies in minas gerais state brazil,4363.90380191803
此后他进入哲蚌寺洛色林扎仓学习佛法。,"Afterwards he entered Sha Open Hall,","Afterwards, he began to study dharma in Drepung Monastery.",此后他进入哲蚌寺洛色林扎仓学习佛法,afterwards he entered sha open hall,afterwards he began to study dharma in drepung monastery,4363.90380191803
刺呈灰色。,powerful,Thorn is gray.,刺呈灰色,powerful,thorn is gray,4363.90380191803
是由一群想尽快破关并回到现实世界的人组成。,The first time I seeained the Corona virus and destroyed the cityscape of this world,The group made up by those who are eager to break the barrier as soon as possible and return to the real world.,是由一群想尽快破关并回到现实世界的人组成,the first time i seeained the corona virus and destroyed the cityscape of this world,the group made up by those who are eager to break the barrier as soon as possible and return to the real world,4363.90380191803
沃穆瓦斯。,I don't think so.,Wo Moisville.,沃穆瓦斯,i don t think so,wo moisville,4363.90380191803
康熙五十年升任偏沅巡抚。,P enu,"For 5 decades of Kangxi, he promoted as the remote governor.",康熙五十年升任偏沅巡抚,p enu,for 5 decades of kangxi he promoted as the remote governor,4363.90380191803
希望他能够改变心意,Hope it can change the mood,I hope that he can change his mind,希望他能够改变心意,hope it can change the mood,i hope that he can change his mind,4363.90380191803
美丽假花瓣蟹为扇蟹科假花瓣蟹属的动物。,Ridiculous,Beautiful false-petal crab is the animal of genus Pseudoliomera of Xanthidae.,美丽假花瓣蟹为扇蟹科假花瓣蟹属的动物,ridiculous,beautiful false petal crab is the animal of genus pseudoliomera of xanthidae,4363.90380191803
其他的数字可以用这三个基本数字的组合来形容。,The other numbers can be used for the three basic numbers.,Combination of 3 basic numbers can be described the other numbers.,其他的数字可以用这三个基本数字的组合来形容,the other numbers can be used for the three basic numbers,combination of 3 basic numbers can be described the other numbers,4363.90380191803
官至左副都御史巡抚江西。,"Public Affairs ministry and military service, Chancellor Xu",He or she in charge of the Zuo fuduyuyush governor of Jiangxi Province.,官至左副都御史巡抚江西,public affairs ministry and military service chancellor xu,he or she in charge of the zuo fuduyuyush governor of jiangxi province,4363.90380191803
位于河南省的登封观星台和周公测景台是中国现存最古老的天文观测建筑。,The Lothunui Chief meeting session was done during the International's International patrol shift to precise crime footage from China's ambition to promote local publics Cuandof sant eben. Bueh port мне,"Located in the Dengfeng Stargazing Station, Henan Province and Zhou Gong Viewing Platforms, it is the well-preserved Astronomical Observation Buildings in China.",位于河南省的登封观星台和周公测景台是中国现存最古老的天文观测建筑,the lothunui chief meeting session was done during the international s international patrol shift to precise crime footage from china s ambition to promote local publics cuandof sant eben bueh port мне,located in the dengfeng stargazing station henan province and zhou gong viewing platforms it is the well preserved astronomical observation buildings in china,4363.90380191803
公司引入福建华侨林文镜旗下公司融侨实业发展为企业投资者。,"The company is now in the company's service station, Lin Wenjing, and the company is now in the service station, and is now in the service station, and is now in the service station,","Company introduced investor, Wenjing Lin, a Fujian Overseas Chinese, and his company whose name is called Rong Qiao Group so as to invest enterprise.",公司引入福建华侨林文镜旗下公司融侨实业发展为企业投资者,the company is now in the company s service station lin wenjing and the company is now in the service station and is now in the service station and is now in the service station,company introduced investor wenjing lin a fujian overseas chinese and his company whose name is called rong qiao group so as to invest enterprise,4363.90380191803
同治十二年以审理杨乃武与小白菜一案闻名。,"Since this twelve-year point, it has been same since Miss Bai and Miss Dian used to celebrate by you towards the long-term return of Lily Nhat Milk tea party however.",He is famous for hearing between a case of Yang Naiwu and Xiao Baicai during the 12th year of Tongzhi.,同治十二年以审理杨乃武与小白菜一案闻名,since this twelve year point it has been same since miss bai and miss dian used to celebrate by you towards the long term return of lily nhat milk tea party however,he is famous for hearing between a case of yang naiwu and xiao baicai during the 12th year of tongzhi,4363.90380191803
所有亚洲羽毛球联合会辖下的会员都具有参赛资格。,All Asian players participate in the national team and呢 with the Olympic trophy to the extension of the Olympic Show蹫 competition ceremony,All the members under Asia Badminton League are eligible to take part in the contest.,所有亚洲羽毛球联合会辖下的会员都具有参赛资格,all asian players participate in the national team and呢 with the olympic trophy to the extension of the olympic show蹫 competition ceremony,all the members under asia badminton league are eligible to take part in the contest,4363.90380191803
威利斯曾就读于圣保罗小学和。,Professor Kishела Wang offered me aывать helper ^^,Willis once attended the St. Paul’s Elementary School.,威利斯曾就读于圣保罗小学和,professor kishела wang offered me aывать helper,willis once attended the st paul s elementary school,4363.90380191803
它用于有机合成中巯基的引入。,with scratch andGear,It is used/available for the introduction of mercapto in organic synthesis.,它用于有机合成中巯基的引入,with scratch andgear,it is used available for the introduction of mercapto in organic synthesis,4363.90380191803
另一部分就是青羌族。,Fifth section is ub后,"The other part is Qingqiang Ethnic Minority People of Sicuan Province, China.",另一部分就是青羌族,fifth section is ub后,the other part is qingqiang ethnic minority people of sicuan province china,4363.90380191803
扎达诺夫是乌克兰现任青年和体育部长。,Don't bother열 Gatedament,Ihor Zhdanov is served as the current minister of Youth and Sports in Ukraine.,扎达诺夫是乌克兰现任青年和体育部长,don t bother열 gatedament,ihor zhdanov is served as the current minister of youth and sports in ukraine,4363.90380191803
巧家合欢为豆科合欢属下的一个种。,The purpose of the,Albizia duclouxii nep.is the species of albizia julibrisssin durazz.,巧家合欢为豆科合欢属下的一个种,the purpose of the,albizia duclouxii nep is the species of albizia julibrisssin durazz,4363.90380191803
别墅通常是一栋独立建筑或多栋建筑组成。,Q. What is a sp understandent movement Rub Sirius?,Villa is usually made up of independent buildings or multiple buildings.,别墅通常是一栋独立建筑或多栋建筑组成,q what is a sp understandent movement rub sirius,villa is usually made up of independent buildings or multiple buildings,4363.90380191803
其运行的列车又分为直通旅客列车与管内旅客列车。,��運行的列車又分為指通旅客列車與管內旅客列車,The operating railway is divided into fast passenger trains and temporary passenger trains.,其运行的列车又分为直通旅客列车与管内旅客列车,運行的列車又分為指通旅客列車與管內旅客列車,the operating railway is divided into fast passenger trains and temporary passenger trains,4363.90380191803
觉罗长麟乙未科进士。,it allows for fame and Saham in its original form,Jueluo Changlin has successfully passed the Yiwei palace examination.,觉罗长麟乙未科进士,it allows for fame and saham in its original form,jueluo changlin has successfully passed the yiwei palace examination,4363.90380191803
柠檬黄层腹菌是属于伞菌目层腹菌科层腹菌属的一种担子菌。,Am I a pure emperor of the Yin and Fei syndrome?,Hydnangium citrinum is a kind of basidiomycota that subordinated into the genus hydnangium.,柠檬黄层腹菌是属于伞菌目层腹菌科层腹菌属的一种担子菌,am i a pure emperor of the yin and fei syndrome,hydnangium citrinum is a kind of basidiomycota that subordinated into the genus hydnangium,4363.90380191803
被道教的外丹和内丹派都视为重要的着作。,will make everyday without waiting and content for survival,Taoist’s external and internal alchemy can be considered as the important works.,被道教的外丹和内丹派都视为重要的着作,will make everyday without waiting and content for survival,taoist s external and internal alchemy can be considered as the important works,4363.90380191803
该物种的模式产地在江苏南京。,"That was to mention, this statue was originally designed according to therator.","The species' type locality is in Nanjing, Jiangsu Province.",该物种的模式产地在江苏南京,that was to mention this statue was originally designed according to therator,the species type locality is in nanjing jiangsu province,4363.90380191803
骰子也是容易制作和取得的乱数产生器。,it's also easy to make and shrink the drop bonus,Dice is the random number generator which is easy to make and get.,骰子也是容易制作和取得的乱数产生器,it s also easy to make and shrink the drop bonus,dice is the random number generator which is easy to make and get,4363.90380191803
伏龙芝军事学院是苏联陆军培养中级指挥和参谋军官的军事院校。,"Fu Leung from Qin State Ludo and He Child souffle between American son März schon Difference, details and detail of this ceremony were resolved.",Volongze Military Academy is the military academy in Soviet.Their mission is to train the junior commanding officer and staff officer.,伏龙芝军事学院是苏联陆军培养中级指挥和参谋军官的军事院校,fu leung from qin state ludo and he child souffle between american son märz schon difference details and detail of this ceremony were resolved,volongze military academy is the military academy in soviet their mission is to train the junior commanding officer and staff officer,4363.90380191803
曼彻斯特位于辛辛那提与西弗吉尼亚州亨廷顿的中间点。,The Manchester could rely on the Off the,Manchester lies in the mid-point between Cincinnati State and Huntington State.,曼彻斯特位于辛辛那提与西弗吉尼亚州亨廷顿的中间点,the manchester could rely on the off the,manchester lies in the mid point between cincinnati state and huntington state,4363.90380191803
三氧化二磷由白磷在有限的氧气中燃烧得到。,205 205 with white sheetàn here,Phosphorus trioxide is obtained when white phosphorus burning in the limited oxygen.,三氧化二磷由白磷在有限的氧气中燃烧得到,205 205 with white sheetàn here,phosphorus trioxide is obtained when white phosphorus burning in the limited oxygen,4363.90380191803
佩尔东伊斯是巴西米纳斯吉拉斯州的一个市镇。,imeters of this train houses,"Perdonis is a town where lies in the State of Minas Gerais, Brazil.",佩尔东伊斯是巴西米纳斯吉拉斯州的一个市镇,imeters of this train houses,perdonis is a town where lies in the state of minas gerais brazil,4363.90380191803
市内有一城市博物馆和一个画廊。,Does something be soaked a pot of paintings,There are a City Museum and Gallery in urban areas.,市内有一城市博物馆和一个画廊,does something be soaked a pot of paintings,there are a city museum and gallery in urban areas,4363.90380191803
号玛哈萨嘛谛。,Dream A great view,Mahasamādhi.,号玛哈萨嘛谛,dream a great view,mahasamādhi,4363.90380191803
科尼河畔丰特奈人口变化图示,ady andare senior employees called�ingpay notification,Population Change Diagram of Fontenay-sur-Conie.,科尼河畔丰特奈人口变化图示,ady andare senior employees called ingpay notification,population change diagram of fontenay sur conie,4363.90380191803
双光子物理是粒子物理学中描述两个光子间相互作用的一个分支。,"защ Many are familiar, but they learn with small units like vaccines",Gemini Photophysics describes a branch of two interactive between two photons in the particle physics.,双光子物理是粒子物理学中描述两个光子间相互作用的一个分支,защ many are familiar but they learn with small units like vaccines,gemini photophysics describes a branch of two interactive between two photons in the particle physics,4363.90380191803
三岛县是越南永福省下辖的一个县。,The,"Sandao is under the jurisdiction of Yongfu County, Vietnam Province.",三岛县是越南永福省下辖的一个县,the,sandao is under the jurisdiction of yongfu county vietnam province,4363.90380191803
他曾是上普罗旺斯天文台的主任。,he used a knife to Tiger Wang this time,He was once the director of Provence Observatory.,他曾是上普罗旺斯天文台的主任,he used a knife to tiger wang this time,he was once the director of provence observatory,4363.90380191803
因此康德也无法宣称物自体的存在。,"Therefore, there is no media to persuade a common incidence of disobedience",Kant cannot declare the existence of Thing-in-itself.,因此康德也无法宣称物自体的存在,therefore there is no media to persuade a common incidence of disobedience,kant cannot declare the existence of thing in itself,4363.90380191803
安氏河马长颌鱼的图片,take 2 primary rooms and meet the Reinforced dimensions some should lecture another student with subgroup please as usual the biggest barrier обычn eliminate lonely think,The picture of hippopotamus and long-jawed fish,安氏河马长颌鱼的图片,take 2 primary rooms and meet the reinforced dimensions some should lecture another student with subgroup please as usual the biggest barrier обычn eliminate lonely think,the picture of hippopotamus and long jawed fish,4363.90380191803
费尔泰姆是德国下萨克森州的一个市镇。,"there are some familiar and intense festivals they play,","Feltam is a small town under the jurisdiction of Sachsen-Anhalt, Germany.",费尔泰姆是德国下萨克森州的一个市镇,there are some familiar and intense festivals they play,feltam is a small town under the jurisdiction of sachsen anhalt germany,4363.90380191803
另外寺内还有北宋经幢一座。,other turn plus there are manual labs,"Besides, there is a Buddhist stone pillar which built in the Northern Song Dynasty in the temple.",另外寺内还有北宋经幢一座,other turn plus there are manual labs,besides there is a buddhist stone pillar which built in the northern song dynasty in the temple,4363.90380191803
此举被视为斯普鲁恩斯的第二个个重要决策。,ten times is to 들어셀 caso dia start defense,The measure can be considered as the second imperative decisions by Raymond Ames Spruance.,此举被视为斯普鲁恩斯的第二个个重要决策,ten times is to 들어셀 caso dia start defense,the measure can be considered as the second imperative decisions by raymond ames spruance,4363.90380191803
仁义镇为湖南省桂阳县所辖镇。,"Ren Yi Zhen, Our Soul God and the Heart of Goddess and the unreArthur, all are researched as worldly beings.","Renyi Village is under the jurisdiction of Guiyang County, Hunan Province.",仁义镇为湖南省桂阳县所辖镇,ren yi zhen our soul god and the heart of goddess and the unrearthur all are researched as worldly beings,renyi village is under the jurisdiction of guiyang county hunan province,4363.90380191803
现任男友为马来西亚演员盛天俊。,Here are staff of Wenmao Security Agency,"The incumbent/current boyfriend, Sheng Tianjun, is a Malaysian actor.",现任男友为马来西亚演员盛天俊,here are staff of wenmao security agency,the incumbent current boyfriend sheng tianjun is a malaysian actor,4363.90380191803
西北省,We are getting it,Northwest Province,西北省,we are getting it,northwest province,4363.90380191803
旅游文学指内容与旅游相关的创作。,Give nothing about nutrition,Tourism Literature related to the composing of content and tourism.,旅游文学指内容与旅游相关的创作,give nothing about nutrition,tourism literature related to the composing of content and tourism,4363.90380191803
乳腺导管原位癌。,insert a plastic soul,Ductal carcinoma in situ (DCIS for short).,乳腺导管原位癌,insert a plastic soul,ductal carcinoma in situ,4363.90380191803
官至都御史。,Portology of Shaolin,People who in charge of the supervisory officer.,官至都御史,portology of shaolin,people who in charge of the supervisory officer,4363.90380191803
古坟是日本本土最西的前方后圆坟。,and on the bottom floor is the hall which pets the southern model of Japan,The round back tomb which lies in the westernmost front in Japan mainland.,古坟是日本本土最西的前方后圆坟,and on the bottom floor is the hall which pets the southern model of japan,the round back tomb which lies in the westernmost front in japan mainland,4363.90380191803
