sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
萧昂，字子明，南兰陵郡兰陵县人，南北朝南梁宗室与官员。,"Xiao Ang, Zi Zi Ming, Lan Lin Jun, Lan Lin Xian Ren, Nan Bei Chao, Nan Liang, and Zhong Shi and Guan Yuan.","Xiao Ang, courtesy name of Zi Ming, was born in Lanling County, Southern Lanling Commandery as a member of imperial family and served as an official in Southern Liang during the Northern and Southern dynasties period.",萧昂 字子明 南兰陵郡兰陵县人 南北朝南梁宗室与官员,xiao ang zi zi ming lan lin jun lan lin xian ren nan bei chao nan liang and zhong shi and guan yuan,xiao ang courtesy name of zi ming was born in lanling county southern lanling commandery as a member of imperial family and served as an official in southern liang during the northern and southern dynasties period,4191.862732887268
武昌北站也随之成为武九铁路上的一个车站，至、等方向的旅客列车在本站停靠办客。,"Wuchang North Station is also a train station on the 59 Railway, and passenger trains in various directions stop at this station for class.","Wuchang north railway station has also become a station on Wujiu railway. The passenger trains to, etc. stop at this station to handle passengers.",武昌北站也随之成为武九铁路上的一个车站 至 等方向的旅客列车在本站停靠办客,wuchang north station is also a train station on the 59 railway and passenger trains in various directions stop at this station for class,wuchang north railway station has also become a station on wujiu railway the passenger trains to etc stop at this station to handle passengers,4191.862732887268
另有同名的鹰山同样位于明尼苏达州北部，海拔稍低。,"Another famous mountain is located in the northern part of the Minni-Saudi Province, at the foot of the sea.","Another Eagle mountain of the same name is also located in northern Minnesota, with a slightly lower altitude.",另有同名的鹰山同样位于明尼苏达州北部 海拔稍低,another famous mountain is located in the northern part of the minni saudi province at the foot of the sea,another eagle mountain of the same name is also located in northern minnesota with a slightly lower altitude,4191.862732887268
范绯凭藉此功升为北宁副领兵。,Any harsh strikes would only suffer the Sima singha pickled sick by theSInga Japanese soldiers spying brothers. The archers Second LORD Wuzong thus served longer. Chinese officers worked in rolling City in advance of the Shenzhenan Dorian.,Fan Fei was promoted to the vice leader of Beining by this merit.,范绯凭藉此功升为北宁副领兵,any harsh strikes would only suffer the sima singha pickled sick by thesinga japanese soldiers spying brothers the archers second lord wuzong thus served longer chinese officers worked in rolling city in advance of the shenzhenan dorian,fan fei was promoted to the vice leader of beining by this merit,4191.862732887268
也可以进入传送门并与传奇决斗者对决。,You can also enter the portal and fight the legendary duelist.,Can also battle with challengers inside the transport portal.,也可以进入传送门并与传奇决斗者对决,you can also enter the portal and fight the legendary duelist,can also battle with challengers inside the transport portal,4191.862732887268
然而，马赫穆德和妻子仄·西蒂不但以等第差异为由拒绝他们，还出言羞辱对方。,"However, Mahmud and his wife Zeshe not only rejected them by differentiating them, but also humiliated them.","However, he and his wife Cek Sitti refuse the proposal, due to class differences, and even insulted them verbally.",然而 马赫穆德和妻子仄 西蒂不但以等第差异为由拒绝他们 还出言羞辱对方,however mahmud and his wife zeshe not only rejected them by differentiating them but also humiliated them,however he and his wife cek sitti refuse the proposal due to class differences and even insulted them verbally,4191.862732887268
彼得·特奥多鲁斯·奥斯特霍夫，出生于吕伐登，荷兰天文学家。,"Peter Teodorous Austhoff was born in Lüfaden, a Dutch scholar of astronomy.","Pieter Theodorus Oosterhoff, born in Leeuwarden, was a Dutch astronomer.",彼得 特奥多鲁斯 奥斯特霍夫 出生于吕伐登 荷兰天文学家,peter teodorous austhoff was born in lüfaden a dutch scholar of astronomy,pieter theodorus oosterhoff born in leeuwarden was a dutch astronomer,4191.862732887268
在音乐的实践及理论中，拍是时间的基本单位，是拍层 上的脉冲。,"In the theory of musical practice, the PIE is the basic unit of practice, and the PIE is the PIE is the basic unit of practice.","In the practice and theory of music, beat is the basic unit of time and the pulse on the beat layer.",在音乐的实践及理论中 拍是时间的基本单位 是拍层 上的脉冲,in the theory of musical practice the pie is the basic unit of practice and the pie is the pie is the basic unit of practice,in the practice and theory of music beat is the basic unit of time and the pulse on the beat layer,4191.862732887268
柯林斯本身也喜欢拳击、跆拳道和混合武术。,"He also likes boxing, Taekwondo and martial arts.","Collins also likes boxing, Taekwondo and Mixed Martial Arts.",柯林斯本身也喜欢拳击 跆拳道和混合武术,he also likes boxing taekwondo and martial arts,collins also likes boxing taekwondo and mixed martial arts,4191.862732887268
黄翰，字可宪，江西南昌府丰城县人，军籍，明朝政治人物、进士出身。,"Huang Han, Zike County, Nanchang Prefecture, Jiangxi Province, Fengcheng County, is a military officer and a political figure of the Ming Dynasty.","Huang Han, literary name Kexian, was born in Fengcheng County, Nanchang Prefecture, Jiangxi Province. He was a military man, a political figure and a Jinshi in the Ming Dynasty.",黄翰 字可宪 江西南昌府丰城县人 军籍 明朝政治人物 进士出身,huang han zike county nanchang prefecture jiangxi province fengcheng county is a military officer and a political figure of the ming dynasty,huang han literary name kexian was born in fengcheng county nanchang prefecture jiangxi province he was a military man a political figure and a jinshi in the ming dynasty,4191.862732887268
其祖母亦曾提供场地为郑南榕举办告别式。,His grandmother provided a place to hold a farewell ceremony for Zheng Nanrong.,His grandmother also provided a venue for Zheng Nanrong to hold a farewell ceremony.,其祖母亦曾提供场地为郑南榕举办告别式,his grandmother provided a place to hold a farewell ceremony for zheng nanrong,his grandmother also provided a venue for zheng nanrong to hold a farewell ceremony,4191.862732887268
刘曜让卜泰转告靳准，让他早日迎奉自己的大驾。,"Liu Yao told Putai to be precise, so that he could win his own battle as soon as possible.","Liuye had Butai to tell Jin Zhung, to prepare for receiving his grand arrival.",刘曜让卜泰转告靳准 让他早日迎奉自己的大驾,liu yao told putai to be precise so that he could win his own battle as soon as possible,liuye had butai to tell jin zhung to prepare for receiving his grand arrival,4191.862732887268
巫继咸，字宗臣，直隶广德州人，民籍，明朝政治人物。,"Wu Jixian, from Song Chen, a person of Guangde, a political figure of the Ming Dynasty.","Wu Jixian, literary name Zongchen, was a native of Guangde. Han nationality. He was a political figures of the Ming Dynasty.",巫继咸 字宗臣 直隶广德州人 民籍 明朝政治人物,wu jixian from song chen a person of guangde a political figure of the ming dynasty,wu jixian literary name zongchen was a native of guangde han nationality he was a political figures of the ming dynasty,4191.862732887268
堂内原有若干祭台画名作，现在收藏在学院美术馆。,There was a famous work in Tang that was painted by Ruogan Jitai. Now it is collected in the art museum of the Academy.,Some of the original altar paintings in the hall are now collected in the academy art museum.,堂内原有若干祭台画名作 现在收藏在学院美术馆,there was a famous work in tang that was painted by ruogan jitai now it is collected in the art museum of the academy,some of the original altar paintings in the hall are now collected in the academy art museum,4191.862732887268
奥托·李卜曼，德国新康德主义哲学家。,"Otto Lipmann, Germany's third sendo on rates ofோ",Otto Liebmann was a German neo-Kantian philosopher.,奥托 李卜曼 德国新康德主义哲学家,otto lipmann germany s third sendo on rates of,otto liebmann was a german neo kantian philosopher,4191.862732887268
柯尼斯堡号的全长为，有的和的前吃水。,różnych Easy some,The overall length and the draft of Königsberg are,柯尼斯堡号的全长为 有的和的前吃水,różnych easy some,the overall length and the draft of königsberg are,4191.862732887268
舒莉，是漫威漫画中的虚构女超级英雄角色，由作家和艺术家所创作。,Shuli is a fictional superhero character in the comic book. Created by the author and artist.,"Suri, a fictional superhero character in Marvel comics, is created by writers and artists.",舒莉 是漫威漫画中的虚构女超级英雄角色 由作家和艺术家所创作,shuli is a fictional superhero character in the comic book created by the author and artist,suri a fictional superhero character in marvel comics is created by writers and artists,4191.862732887268
开始时作为芬兰象征的女性名为“奥拉”，但后来开始使用“芬兰少女”的称呼。,"At first, she was known as the female symbol of Finland, but later she started using the name of a Finnish girl.","She was originally called Aura, a symbolic female name in Finland, however, the Finnish Maiden has been used later.",开始时作为芬兰象征的女性名为 奥拉 但后来开始使用 芬兰少女 的称呼,at first she was known as the female symbol of finland but later she started using the name of a finnish girl,she was originally called aura a symbolic female name in finland however the finnish maiden has been used later,4191.862732887268
明命十二年，潘靖参加嘉定场乡试，考中举人。,ules that would like to give their gift to their loved ones,"In the twelfth year of Ming Dynasty, Pan Jing took part in Jiading village examination and won Juren title.",明命十二年 潘靖参加嘉定场乡试 考中举人,ules that would like to give their gift to their loved ones,in the twelfth year of ming dynasty pan jing took part in jiading village examination and won juren title,4191.862732887268
曾祖父李成勉；祖父李宗泰；父亲李昊。,"Grandfather Li Chengmin, Grandfather Li Zongtai, Father Li Hao",Great-grandfather Li Chengmian; grandfather Li Zongtai; father Li Hao.,曾祖父李成勉 祖父李宗泰 父亲李昊,grandfather li chengmin grandfather li zongtai father li hao,great grandfather li chengmian grandfather li zongtai father li hao,4191.862732887268
大正年间，梅原末治提出了有关古坟的报告。,"In the middle of the year, the US dollar and the US dollar have issued a report on the share price.","During the Taishō period, Sueji Umehara put forward a report on Kofun.",大正年间 梅原末治提出了有关古坟的报告,in the middle of the year the us dollar and the us dollar have issued a report on the share price,during the taishō period sueji umehara put forward a report on kofun,4191.862732887268
斯离，战国时期秦国将领，官居尉，故又作尉斯离。,The four-leaf clover was the name of Qin during the Warring States period. Guan Juwei was the right-hand man.,"Sili, the general of Qin State in the Warring States period, was also called Weisili because of his official position.",斯离 战国时期秦国将领 官居尉 故又作尉斯离,the four leaf clover was the name of qin during the warring states period guan juwei was the right hand man,sili the general of qin state in the warring states period was also called weisili because of his official position,4191.862732887268
薛继茂，字德茂，云南永昌卫人，山西平阳府芮城县军籍，明朝政治人物、进士出身。,"Xue Jinmao, Zide Mao, Yunnan Yongchang Wei Ren, Shanxi Pingyang, Ruicheng County County Magistrate, Ming Dynasty political figure, born in Jing.","Xue Jimao, courtesy name of De Mao, and born in Yongchang Wei, Yunnan and registered as a soldier in Ruicheng County, Pingyang Fu, Shanxi, was honored the third grade of Jinshi degree and served as a politician during the Ming dynasty.",薛继茂 字德茂 云南永昌卫人 山西平阳府芮城县军籍 明朝政治人物 进士出身,xue jinmao zide mao yunnan yongchang wei ren shanxi pingyang ruicheng county county magistrate ming dynasty political figure born in jing,xue jimao courtesy name of de mao and born in yongchang wei yunnan and registered as a soldier in ruicheng county pingyang fu shanxi was honored the third grade of jinshi degree and served as a politician during the ming dynasty,4191.862732887268
李广人，中国南北朝后梁军事人物。,"Li Guangren, a Chinese military man in the North and South China Sea","Li Guangren, military figures of the Later Liang Dynasty in the Southern and Northern Dynasties of China.",李广人 中国南北朝后梁军事人物,li guangren a chinese military man in the north and south china sea,li guangren military figures of the later liang dynasty in the southern and northern dynasties of china,4191.862732887268
由于是综合症，没有单一的治疗方法，治疗的的重点是减轻或是缓解患者的特定疼痛。,"Since there is no single treatment for the congenital cancer, the key to treatment is to reduce or reduce the patient's specific pain.","It is syndrome, there is no single treatment. The focus of treatment is to reduce or alleviate the specific pain of patients.",由于是综合症 没有单一的治疗方法 治疗的的重点是减轻或是缓解患者的特定疼痛,since there is no single treatment for the congenital cancer the key to treatment is to reduce or reduce the patient s specific pain,it is syndrome there is no single treatment the focus of treatment is to reduce or alleviate the specific pain of patients,4191.862732887268
贾名儒，字聘甫，直隶真定府真定县人，军籍，明朝政治人物、进士出身。,"Jia Mingru, daughter of Pingfu, striving to gain tNING 배真定線人, an unsub from sleeps Zhending客人, civil breaks Monster Wei","Jia Mingru, courtesy name of Pin Fu, and born in Zhen Ding County, Zhen Ding Fu as a soldier, was honored the third grade of Jinshi degree and served as a politician during the Ming dynasty.",贾名儒 字聘甫 直隶真定府真定县人 军籍 明朝政治人物 进士出身,jia mingru daughter of pingfu striving to gain tning 배真定線人 an unsub from sleeps zhending客人 civil breaks monster wei,jia mingru courtesy name of pin fu and born in zhen ding county zhen ding fu as a soldier was honored the third grade of jinshi degree and served as a politician during the ming dynasty,4191.862732887268
这种漆的造价远低于从东方进口的漆，应用广泛。,This kind of price is far lower than the price imported from the East.,"The cost of this kind of paint is far lower than that of imported paint from the east, so it is widely used.",这种漆的造价远低于从东方进口的漆 应用广泛,this kind of price is far lower than the price imported from the east,the cost of this kind of paint is far lower than that of imported paint from the east so it is widely used,4191.862732887268
陈文敦和尊室订在临时政府中分别担任国防部长和安全部长这两个要职。,Chen and Sun will be appointed as the national defense minister and the security minister respectively.,"In the interim government, Chen Wendun and Zunshiding served as the defense minister and the security minister respectively.",陈文敦和尊室订在临时政府中分别担任国防部长和安全部长这两个要职,chen and sun will be appointed as the national defense minister and the security minister respectively,in the interim government chen wendun and zunshiding served as the defense minister and the security minister respectively,4191.862732887268
洪武二十年，因倭寇侵扰，今漩门湾以南玉环岛全境被迁弃，居民全部迁徙至内陆。,"In the 20s, the Red Five was invaded by the Japanese pirates. The whole of Yuhuan Island was occupied by the Japanese. The people were all taken to the mainland.","During the 12th year of Hongwu Period, all the residents living in the south of the current Xuanmen Bay in Yuhuan Island migrated to inland for the invade and harass of Japanese pirates.",洪武二十年 因倭寇侵扰 今漩门湾以南玉环岛全境被迁弃 居民全部迁徙至内陆,in the 20s the red five was invaded by the japanese pirates the whole of yuhuan island was occupied by the japanese the people were all taken to the mainland,during the 12th year of hongwu period all the residents living in the south of the current xuanmen bay in yuhuan island migrated to inland for the invade and harass of japanese pirates,4191.862732887268
八小时后出货,8 hours later...,Will be shipped in eight hours,八小时后出货,8 hours later,will be shipped in eight hours,4191.862732887268
这场十字军运动是教会大分裂的一部份，也是英格兰与法兰西百年战争中的对抗。,"This cross-border movement is part of the教会大分裂, also a confrontation between England and France in the Hundred Years' War.",The Crusade was part of the East–West Schism and a confrontation between England and France in the Centennial war.,这场十字军运动是教会大分裂的一部份 也是英格兰与法兰西百年战争中的对抗,this cross border movement is part of the教会大分裂 also a confrontation between england and france in the hundred years war,the crusade was part of the east west schism and a confrontation between england and france in the centennial war,4191.862732887268
格洛格尔是格洛格氏定律的提出者。,Grogel is the one who proposed the Grogel's law of attraction.,Gloger is the author of Gloger’s Rule.,格洛格尔是格洛格氏定律的提出者,grogel is the one who proposed the grogel s law of attraction,gloger is the author of gloger s rule,4191.862732887268
比尔登是一个位于美国阿肯色州沃希托县的城市。,"Bielden is a city located in the Ossetian County of Arkansas, USA.","Bearden is a city in Ouachita County, Arkansas, United States.",比尔登是一个位于美国阿肯色州沃希托县的城市,bielden is a city located in the ossetian county of arkansas usa,bearden is a city in ouachita county arkansas united states,4191.862732887268
洛斯特科纳是位于美国阿肯色州波普县的一个非建制地区。,"Losterkna is an unconstitutional area located in Bope County, Arkansas, USA.","Lost Corner is an unincorporated community located in Pope County, Arkansas, United States.",洛斯特科纳是位于美国阿肯色州波普县的一个非建制地区,losterkna is an unconstitutional area located in bope county arkansas usa,lost corner is an unincorporated community located in pope county arkansas united states,4191.862732887268
但在泰国国外这些旗帜并不常见。,But these flags are not common in Thailand and abroad.,But these flags are not common outside Thailand.,但在泰国国外这些旗帜并不常见,but these flags are not common in thailand and abroad,but these flags are not common outside thailand,4191.862732887268
这时，他娶了白文珂的女儿。,This is his daughter who married Bai Wenke.,"At this time, he married the daughter of Bai Wenke.",这时 他娶了白文珂的女儿,this is his daughter who married bai wenke,at this time he married the daughter of bai wenke,4191.862732887268
穆达伟是一名德国中国研究者、记者。,Mu Dawei is a German researcher and reporter from China.,David Missal is a Chinese researcher and journalist in Germany.,穆达伟是一名德国中国研究者 记者,mu dawei is a german researcher and reporter from china,david missal is a chinese researcher and journalist in germany,4191.862732887268
与光镊相比，声镊可将所操纵的物体大小从微米级提高到厘米级。,"Compared to light, the object that can be operated by light can be increased from micrometer to millimetre.","Compared with optical tweezers, acoustic tweezers can increase the size of the controlled object from micron level to centimeter level.",与光镊相比 声镊可将所操纵的物体大小从微米级提高到厘米级,compared to light the object that can be operated by light can be increased from micrometer to millimetre,compared with optical tweezers acoustic tweezers can increase the size of the controlled object from micron level to centimeter level,4191.862732887268
我也有带来,I don't have a,I have brought one as well.,我也有带来,i don t have a,i have brought one as well,4191.862732887268
南陈时为官，与长沙王叔坚相交。,Nanchen Shi Wei Guan and Changsha Wang Shu Jian,"As an official in Nanchen dynasty and built relationship with Wang Shujian, Changsha King.",南陈时为官 与长沙王叔坚相交,nanchen shi wei guan and changsha wang shu jian,as an official in nanchen dynasty and built relationship with wang shujian changsha king,4191.862732887268
这种花生于朝鲜深山中，常在人不察觉时盛开，可食用和药用。,This flower is born in the deep mountains of North Korea. It is often in the open when people do not notice it. It can be used for food and medicine.,"The flower, hiding in the mountains and being in full bloom without people’s attention, is proved to be edible and medicinal.",这种花生于朝鲜深山中 常在人不察觉时盛开 可食用和药用,this flower is born in the deep mountains of north korea it is often in the open when people do not notice it it can be used for food and medicine,the flower hiding in the mountains and being in full bloom without people s attention is proved to be edible and medicinal,4191.862732887268
本次内阁人员变动较大。,The internal team has beenoped bigger.,The cabinet has changed a lot this time.,本次内阁人员变动较大,the internal team has beenoped bigger,the cabinet has changed a lot this time,4191.862732887268
我总想着前面也许会有更好的,I always think that there may be better ones in front.,I always thought there might be something better ahead,我总想着前面也许会有更好的,i always think that there may be better ones in front,i always thought there might be something better ahead,4191.862732887268
这是一个集体性的形象，一个虚构的英雄。,"This is a collective image, a fake hero.",This is a collective character and a fictional hero.,这是一个集体性的形象 一个虚构的英雄,this is a collective image a fake hero,this is a collective character and a fictional hero,4191.862732887268
从此不再孤单,"From now on, I'm not alone.",Never alone,从此不再孤单,from now on i m not alone,never alone,4191.862732887268
沈通明，字克赤，直隶淮安卫人，明朝、南明军事人物。,"Shen Tungming, Listener, Take the position of guy, a military man in Nanmings. He who Night Hand Eaters Charles Chan, Wolves Trips, Act Gingko Agile Dragon, Against Demons, Incad Overwatch Bl panelists, drought witness and anti-ev��le mmgestellt Other optimist top human rights","Shen Mingtong, also named Kechi, descended from Wei, Wai’an, military personnel in Ming and South Ming Dynasty.",沈通明 字克赤 直隶淮安卫人 明朝 南明军事人物,shen tungming listener take the position of guy a military man in nanmings he who night hand eaters charles chan wolves trips act gingko agile dragon against demons incad overwatch bl panelists drought witness and anti ev le mmgestellt other optimist top human rights,shen mingtong also named kechi descended from wei wai an military personnel in ming and south ming dynasty,4191.862732887268
另一方面，我们将拥有负责任向社会报告的政府以及议会。,"On the other hand, we will have the government and parliament responsible for reporting to society.","On the other hand, we will have governments and parliaments that are responsible for reporting to people.",另一方面 我们将拥有负责任向社会报告的政府以及议会,on the other hand we will have the government and parliament responsible for reporting to society,on the other hand we will have governments and parliaments that are responsible for reporting to people,4191.862732887268
校长任期以台湾光复后开始计算。,Principal's appointment is counted after Taiwan repatriation by Taiwan.,The term of office of the president shall be counted from the restoration of Taiwan.,校长任期以台湾光复后开始计算,principal s appointment is counted after taiwan repatriation by taiwan,the term of office of the president shall be counted from the restoration of taiwan,4191.862732887268
施雷克峰是瑞士伯尔尼兹阿尔卑斯山脉的一座山峰。,The Shrek Peak is a mountain peak in the Swiss Borgnis Alps.,Schreckhorn is a mountain in the Bernese Alps in Switzerland.,施雷克峰是瑞士伯尔尼兹阿尔卑斯山脉的一座山峰,the shrek peak is a mountain peak in the swiss borgnis alps,schreckhorn is a mountain in the bernese alps in switzerland,4191.862732887268
该建筑现时以旅馆形式运作。,The building should be operated in the form of a hotel.,The architecture is now being operated as a hotel.,该建筑现时以旅馆形式运作,the building should be operated in the form of a hotel,the architecture is now being operated as a hotel,4191.862732887268
不能每年换车,Can't change cars every year,It is not possible to buy another new car every year.,不能每年换车,can t change cars every year,it is not possible to buy another new car every year,4191.862732887268
秀玉最后没办法，选择再次委屈自己。,I will give up hard to be an effect sufferer.,There was no other way for Xiuyu but to suffer again.,秀玉最后没办法 选择再次委屈自己,i will give up hard to be an effect sufferer,there was no other way for xiuyu but to suffer again,4191.862732887268
稻热病菌从未在任一地区被完全清除。,I'll use hot flowing coix seeds to divide into mehr and oil them in case the red beans float.,Magnaporthe grisea was never eliminated any where.,稻热病菌从未在任一地区被完全清除,i ll use hot flowing coix seeds to divide into mehr and oil them in case the red beans float,magnaporthe grisea was never eliminated any where,4191.862732887268
我们还有很多贷款要还,We still have a lot of loans to pay,We still have a lot of loans to repay,我们还有很多贷款要还,we still have a lot of loans to pay,we still have a lot of loans to repay,4191.862732887268
自此，京沪间的五对直达特快列车由此全部停运。,And this is how all the fish travel in those five machines have been built.,"Since then, five direct express train lines between Beijing and Shanghai have all been stopped.",自此 京沪间的五对直达特快列车由此全部停运,and this is how all the fish travel in those five machines have been built,since then five direct express train lines between beijing and shanghai have all been stopped,4191.862732887268
杨出生于纽约市，学习哲学，并在纽约市立大学女皇学院以优异成绩毕业。,Yang was born in New York City and studied philosophy. He graduated from the New York City University's Nuhuang Academy with a good grade.,"Yang was born in New York City, studied philosophy, and graduated with honors from Queen's College of City University of New York.",杨出生于纽约市 学习哲学 并在纽约市立大学女皇学院以优异成绩毕业,yang was born in new york city and studied philosophy he graduated from the new york city university s nuhuang academy with a good grade,yang was born in new york city studied philosophy and graduated with honors from queen s college of city university of new york,4191.862732887268
十余年来作为故宫陈设展览之用，另多次随故宫海外展览展出。,"For more than ten years, it has been used as an exhibition of the Palace of the Ancient Palace. It has been exhibited in many other exhibitions overseas.","For more than ten years, it has been used in Forbidden City furnishings exhibitions, and has also been exhibited along with the overseas Forbidden City exhibitions.",十余年来作为故宫陈设展览之用 另多次随故宫海外展览展出,for more than ten years it has been used as an exhibition of the palace of the ancient palace it has been exhibited in many other exhibitions overseas,for more than ten years it has been used in forbidden city furnishings exhibitions and has also been exhibited along with the overseas forbidden city exhibitions,4191.862732887268
成为声优前曾当过巫女。,I was a witch before I was born.,Once a witch before becoming a singer.,成为声优前曾当过巫女,i was a witch before i was born,once a witch before becoming a singer,4191.862732887268
随着时间推进，《毒魔复仇》获得了邪典追捧的地位。,"In the past few days, she goes through a harshiseen as a survivor, with some unforeseen dismay after magical adherents base schools her.","As time passes by, the Toxic Avenger is now regarded as a cult classic.",随着时间推进 毒魔复仇 获得了邪典追捧的地位,in the past few days she goes through a harshiseen as a survivor with some unforeseen dismay after magical adherents base schools her,as time passes by the toxic avenger is now regarded as a cult classic,4191.862732887268
大宁寺大雄宝殿，位于山东省临清市先锋街道。,"Da Ning Temple Daxiongbao Hall is located on the first street of Linqing City, Shandong Province.","The main Hall of Daning Temple is located in Xianfeng Street, Linqing City, Shandong Province.",大宁寺大雄宝殿 位于山东省临清市先锋街道,da ning temple daxiongbao hall is located on the first street of linqing city shandong province,the main hall of daning temple is located in xianfeng street linqing city shandong province,4191.862732887268
哈拉维曾任教于夏威夷大学、加州大学圣克鲁斯分校。,"Haravi taught at夏威夷大学,加州大学深克鲁斯分校","Haraway has taught at the University of Hawaii and the University of California, Santa Cruz.",哈拉维曾任教于夏威夷大学 加州大学圣克鲁斯分校,haravi taught at夏威夷大学 加州大学深克鲁斯分校,haraway has taught at the university of hawaii and the university of california santa cruz,4191.862732887268
本列表为阿尔及利亚驻中华人民共和国历任大使名录。,"As such, I extend the appreciation for the work of the selfless Cold War Lord inppy Cinema.",This list is a list of successive Algerian ambassadors to the People's Republic of China.,本列表为阿尔及利亚驻中华人民共和国历任大使名录,as such i extend the appreciation for the work of the selfless cold war lord inppy cinema,this list is a list of successive algerian ambassadors to the people s republic of china,4191.862732887268
他发出惨叫,She gives her addicted,He let out a scream.,他发出惨叫,she gives her addicted,he let out a scream,4191.862732887268
该年的世界大赛，由波士顿红袜打败布鲁克林罗宾拿下冠军。,"The World Championship this year, Boston Red Sox beat Brooklyn Robin to win the championship.","In the World Series, the Boston Red Sox triumphed over the Brooklyn Robins.",该年的世界大赛 由波士顿红袜打败布鲁克林罗宾拿下冠军,the world championship this year boston red sox beat brooklyn robin to win the championship,in the world series the boston red sox triumphed over the brooklyn robins,4191.862732887268
撰写了多本管理、营销、成功心理学、变化和关系、情商领域的书籍。,"I have written many books on management, marketing, successful psychology, change and relationships, and the field of business.","Author of multiple books in management, marketing, success psychology, change and relationships, and emotional intelligence.",撰写了多本管理 营销 成功心理学 变化和关系 情商领域的书籍,i have written many books on management marketing successful psychology change and relationships and the field of business,author of multiple books in management marketing success psychology change and relationships and emotional intelligence,4191.862732887268
北京大学马克思主义学会公开寻求指导老师》以求学会存续。,Chinese teacher Yoo a spelling mistake Chinese teacher Yoo a spelling mistake Chinese teacher Yoo a spelling mistake,The Marxist society of Peking University seeks guidance teachers in public in order to survive.,北京大学马克思主义学会公开寻求指导老师 以求学会存续,chinese teacher yoo a spelling mistake chinese teacher yoo a spelling mistake chinese teacher yoo a spelling mistake,the marxist society of peking university seeks guidance teachers in public in order to survive,4191.862732887268
室内东西二壁各绘四人，北壁绘二人。,"There are four people in each room, two people in each room.","The east and west walls of the room are painted with four people respectively, and the north wall is painted with two people.",室内东西二壁各绘四人 北壁绘二人,there are four people in each room two people in each room,the east and west walls of the room are painted with four people respectively and the north wall is painted with two people,4191.862732887268
现任山东省济南市人大常委会主任、党组书记。,"The current director of the Standing Committee of the People's Congress of Jinan City, Shandong Province","At present, they are the director and secretary of the Party group of the Standing Committee of Jinan Municipal People's Congress of Shandong Province.",现任山东省济南市人大常委会主任 党组书记,the current director of the standing committee of the people s congress of jinan city shandong province,at present they are the director and secretary of the party group of the standing committee of jinan municipal people s congress of shandong province,4191.862732887268
轩辕庄遗址，位于山东省滕州市官桥镇。,"Xuanyuan Village is located in Guanqiao Town, Tengzhou City, Shandong Province.","Xuanyuan Zhuang Site is located at Guanqiao Town, Tengzhou, Shandong, PRC.",轩辕庄遗址 位于山东省滕州市官桥镇,xuanyuan village is located in guanqiao town tengzhou city shandong province,xuanyuan zhuang site is located at guanqiao town tengzhou shandong prc,4191.862732887268
今日町子，日本漫画家、插画家，东京都出身。,Evolution of Jean-É unboxing,"The Japanese mangaka, illustrator Kyou Machiko was born in the Tokyo Metropolis.",今日町子 日本漫画家 插画家 东京都出身,evolution of jean é unboxing,the japanese mangaka illustrator kyou machiko was born in the tokyo metropolis,4191.862732887268
金耳城，为设赏伽高达王国之都城，设赏伽为古代孟加拉历史上第一位重要国王。,"Jin'er City is the capital of the King of Gagauda, the first important king in the history of ancient Mengjala.","Karnasubarna, Capital of Gauda Kingdom during time of King Shashanka, King Shanshanka was a king of significance in Bangladeshi Ancient history.",金耳城 为设赏伽高达王国之都城 设赏伽为古代孟加拉历史上第一位重要国王,jin er city is the capital of the king of gagauda the first important king in the history of ancient mengjala,karnasubarna capital of gauda kingdom during time of king shashanka king shanshanka was a king of significance in bangladeshi ancient history,4191.862732887268
听大学同事说,Listen to your college colleagues,According to my colleagues in the university,听大学同事说,listen to your college colleagues,according to my colleagues in the university,4191.862732887268
然而，匿名者成员经常使用位于瑞典的代理服务器发动攻击。,"However, the anonymous members often use the Swedish agency's service provider to launch attacks.","However, anonymous members often use a proxy server in Sweden to launch attacks.",然而 匿名者成员经常使用位于瑞典的代理服务器发动攻击,however the anonymous members often use the swedish agency s service provider to launch attacks,however anonymous members often use a proxy server in sweden to launch attacks,4191.862732887268
是日本少女漫画家安藤夏美的作品。,It is the Japanese videogame означTaiga patient Fumiya as a program featuring pull-ups.,It is the work of Japanese young girl cartoonist Natsumi Ando.,是日本少女漫画家安藤夏美的作品,it is the japanese videogame означtaiga patient fumiya as a program featuring pull ups,it is the work of japanese young girl cartoonist natsumi ando,4191.862732887268
有绿色窗口和简易自动售票机。,There are green windows and a simple automatic ticket machine.,There are green windows and simple ticket vending machines.,有绿色窗口和简易自动售票机,there are green windows and a simple automatic ticket machine,there are green windows and simple ticket vending machines,4191.862732887268
气候突变指的是气候在短期内发生剧烈变化的现象。,The climate change indicates that climate change is severe in the short term.,An abrupt climate change occurs when the climate system is forced to transition to a new climate state at a much more rapid rate.,气候突变指的是气候在短期内发生剧烈变化的现象,the climate change indicates that climate change is severe in the short term,an abrupt climate change occurs when the climate system is forced to transition to a new climate state at a much more rapid rate,4191.862732887268
这是由“利哈伊煤矿和航运公司”实现的。,This was realized by Liha $100 Yesterday Br際 and Air cargo agency.,This was brought to fruition by the Lehigh Coal & Navigation Company.,这是由 利哈伊煤矿和航运公司 实现的,this was realized by liha 100 yesterday br際 and air cargo agency,this was brought to fruition by the lehigh coal navigation company,4191.862732887268
