sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
中华人民共和国情报学家。,Chinese People's Republic of China Intelligence,The intelligence expert of the People’s Republic of China.,中华人民共和国情报学家,chinese people s republic of china intelligence,the intelligence expert of the people s republic of china,4640.434547901154
蒙斯特鲁米利厄。,Monster Lcleier,Montgaroult.,蒙斯特鲁米利厄,monster lcleier,montgaroult,4640.434547901154
布里翁河畔苏塞。,"For this video, I am using three different presenters for",Soussey-sur-Brionne.,布里翁河畔苏塞,for this video i am using three different presenters for,soussey sur brionne,4640.434547901154
电视剧文化亦同时影响着香港其他普及文化事业。,TV culture also affects other cultural industries in Hong Kong.,Teleplay culture is also affect HK and even spread the cultural cause.,电视剧文化亦同时影响着香港其他普及文化事业,tv culture also affects other cultural industries in hong kong,teleplay culture is also affect hk and even spread the cultural cause,4640.434547901154
小一至小六均为活动教学班。,Classes 1-6 are active teaching classes.,It is the teaching activity class from Grade 1 to Grade 6 in primary school.,小一至小六均为活动教学班,classes 1 6 are active teaching classes,it is the teaching activity class from grade 1 to grade 6 in primary school,4640.434547901154
这里也是一个文化重镇。,This is also a cultural center.,The town attach importance to the culture.,这里也是一个文化重镇,this is also a cultural center,the town attach importance to the culture,4640.434547901154
胆小狗英雄是一出美国电视动画。,The Hero of the Coward Dog is an American TV animation.,Hero Dogs is a piece of American animation.,胆小狗英雄是一出美国电视动画,the hero of the coward dog is an american tv animation,hero dogs is a piece of american animation,4640.434547901154
万有引力与静电力都遵守强版作用与反作用定律。,The force of gravity and the force of static electricity both comply with the law of force and counter-reaction.,Both universal gravitation and static electricity comply with law of observed reaction and counterreflect.,万有引力与静电力都遵守强版作用与反作用定律,the force of gravity and the force of static electricity both comply with the law of force and counter reaction,both universal gravitation and static electricity comply with law of observed reaction and counterreflect,4640.434547901154
大家冲进去,Everyone rush in!,Let’s rush in together,大家冲进去,everyone rush in,let s rush in together,4640.434547901154
是真的吗？,Is it true?,Is that real?,是真的吗,is it true,is that real,4640.434547901154
分类词不应与名词类别混淆。,分类词不应与名词类别混淆。,We should distinguish classifiers and noun categories.,分类词不应与名词类别混淆,分类词不应与名词类别混淆,we should distinguish classifiers and noun categories,4640.434547901154
也有人认为他有客家血统。,Some people also think that he has Hakka blood.,He think that he has blood relationship of Hakka.,也有人认为他有客家血统,some people also think that he has hakka blood,he think that he has blood relationship of hakka,4640.434547901154
殿试登进士第三甲第六十一名。,"TV light is the third one, the 61st.",Ranked No.61 in the third round of palace examination.,殿试登进士第三甲第六十一名,tv light is the third one the 61st,ranked no 61 in the third round of palace examination,4640.434547901154
三角叶驴蹄草为毛茛科驴蹄草属下的一个变种。,triangle-leaf bud as a variance of телоdendistangreatly commonly known as green grass now,Triangular hemlock grass is the variation of caltha.,三角叶驴蹄草为毛茛科驴蹄草属下的一个变种,triangle leaf bud as a variance of телоdendistangreatly commonly known as green grass now,triangular hemlock grass is the variation of caltha,4640.434547901154
趣味野外竞赛。,"Go cheese out, in competition",Hobby outdoor contest.,趣味野外竞赛,go cheese out in competition,hobby outdoor contest,4640.434547901154
这样背景估计从视频序列的第二帧就有效了。,This background is probably effective from the second frame of the video.,The background is available when you see from the second sequencing of video.,这样背景估计从视频序列的第二帧就有效了,this background is probably effective from the second frame of the video,the background is available when you see from the second sequencing of video,4640.434547901154
在日本其写真作品拥有不错的销售成绩。,"In Japan, his works have good sales.",Album usually made remarkable outcome in Japan.,在日本其写真作品拥有不错的销售成绩,in japan his works have good sales,album usually made remarkable outcome in japan,4640.434547901154
展毛翠雀花为毛茛科翠雀属下的一个变种。,The hair-cutting Cuique flower is a variety of hair roots under the Cuique tree.,Exhibition Hair dwarf sparrow flower is the variation of delphinium grandiflorum.,展毛翠雀花为毛茛科翠雀属下的一个变种,the hair cutting cuique flower is a variety of hair roots under the cuique tree,exhibition hair dwarf sparrow flower is the variation of delphinium grandiflorum,4640.434547901154
爱达荷州参议院是美国爱达荷州议会的上议院。,The Idaho Senate is the top Senate in the Idaho Congress of the United States.,Idaho Senate is the Upper House of United State.,爱达荷州参议院是美国爱达荷州议会的上议院,the idaho senate is the top senate in the idaho congress of the united states,idaho senate is the upper house of united state,4640.434547901154
兰青铁路是连接中国西北甘肃兰州市西固区和青海西宁的一条铁路。,"The Nanqing Railway is a railway connecting the western part of the city of Lanzhou, Gansu, and Xining.","Lanqing Railway is a railway that connects northwest of Lanzhou City, Gansu Province and Xining City, Qinghai Province, China.",兰青铁路是连接中国西北甘肃兰州市西固区和青海西宁的一条铁路,the nanqing railway is a railway connecting the western part of the city of lanzhou gansu and xining,lanqing railway is a railway that connects northwest of lanzhou city gansu province and xining city qinghai province china,4640.434547901154
唐朝是中国摇滚乐队唐朝乐队的第一张国语摇滚专辑。,Tang Dynasty is the first Chinese rock album of the Tang Dynasty band.,"Tang Dynasty, a name of Chinese band, is their first mandarin rock album.",唐朝是中国摇滚乐队唐朝乐队的第一张国语摇滚专辑,tang dynasty is the first chinese rock album of the tang dynasty band,tang dynasty a name of chinese band is their first mandarin rock album,4640.434547901154
并且从此不断派遣使者到金国求和要迎韦氏回南宋。,"From then on, he sent many envoys to the capital to ask for peace and to return to Nansong.","Meanwhile, he dispatched the envoy to Jing Country in order to sue for peace and welcomed people whose surname called Wei coming to the Southern Song Dynasty.",并且从此不断派遣使者到金国求和要迎韦氏回南宋,from then on he sent many envoys to the capital to ask for peace and to return to nansong,meanwhile he dispatched the envoy to jing country in order to sue for peace and welcomed people whose surname called wei coming to the southern song dynasty,4640.434547901154
流星雨是在夜空中有许多的流星从天空中一个所谓的辐射点发射出来的天文现象。,Meteor shower is a meteor shower that is launched from a so-called radiation point in the sky.,Meteor shower is a astronomical phenomena which come from the radiation point emission in the aerial.,流星雨是在夜空中有许多的流星从天空中一个所谓的辐射点发射出来的天文现象,meteor shower is a meteor shower that is launched from a so called radiation point in the sky,meteor shower is a astronomical phenomena which come from the radiation point emission in the aerial,4640.434547901154
梭罗把这次经历称为简朴隐居生活的一次尝试。,索罗把这次经历 称为柬埔隐居生活的一次尝试,Henry David Thoreau regarded the experience as the attempt of crytobosis.,梭罗把这次经历称为简朴隐居生活的一次尝试,索罗把这次经历 称为柬埔隐居生活的一次尝试,henry david thoreau regarded the experience as the attempt of crytobosis,4640.434547901154
施沃布费尔德是德国图林根州的一个市镇。,Shiwabufeld politicians Shilian in West Berlin Shilian Shilian Shilian,"Schwarzschild is a town where lies in the Thuringian State, Germany.",施沃布费尔德是德国图林根州的一个市镇,shiwabufeld politicians shilian in west berlin shilian shilian shilian,schwarzschild is a town where lies in the thuringian state germany,4640.434547901154
商品拜物教是许多学者关切的课题。,Biological Ethics are theек einem l coined at the beginning.,"Topic of Commodity fetishism, Marx’s Theory of Alienation, that has captured the scholar’s attention.",商品拜物教是许多学者关切的课题,biological ethics are theек einem l coined at the beginning,topic of commodity fetishism marx s theory of alienation that has captured the scholar s attention,4640.434547901154
作曲家山冈晃表示开发商不知道如何着手游戏的后期制作。,"The developer of the game, Shangan Huang, said he did not know how to handle the game's post-production.","Japanese composer, Akira Yamaoka, said that developers did not know how to manage the post-production.",作曲家山冈晃表示开发商不知道如何着手游戏的后期制作,the developer of the game shangan huang said he did not know how to handle the game s post production,japanese composer akira yamaoka said that developers did not know how to manage the post production,4640.434547901154
第一次会议结束。,The first meeting is over,The first conference is the end.,第一次会议结束,the first meeting is over,the first conference is the end,4640.434547901154
在中国古书及日本传说当中有许多关于返魂香的记载。,"In ancient Chinese and Japanese legends, there are many records about the anti- Soul incense.","There are some records about Fanhunxiang (a medicine with strong legendary features), in ancient books of China and Japanese legend.",在中国古书及日本传说当中有许多关于返魂香的记载,in ancient chinese and japanese legends there are many records about the anti soul incense,there are some records about fanhunxiang in ancient books of china and japanese legend,4640.434547901154
父大纳言日野重光。,富大纳言 日野重光,His father is Dainakon Hino Hikari.,父大纳言日野重光,富大纳言 日野重光,his father is dainakon hino hikari,4640.434547901154
他现在效力于塞尔维亚足球超级联赛球队贝尔格莱德红星足球俱乐部。,"He is now active in the Belgrade Red Star Football Club, a team of the Serie A football Super League.",He is now committed to the Red Star Belgrade Club of Serbia football Super League Team.,他现在效力于塞尔维亚足球超级联赛球队贝尔格莱德红星足球俱乐部,he is now active in the belgrade red star football club a team of the serie a football super league,he is now committed to the red star belgrade club of serbia football super league team,4640.434547901154
所用的传热介质称为热载体。,Theaction Using a heating screed,The hear transfer medium he used is heat medium.,所用的传热介质称为热载体,theaction using a heating screed,the hear transfer medium he used is heat medium,4640.434547901154
然而它们有能力直接从高处滑行到地面。,They can slide directly from high to low,"However, they have the power to slide from the high place to the ground.",然而它们有能力直接从高处滑行到地面,they can slide directly from high to low,however they have the power to slide from the high place to the ground,4640.434547901154
谢升俊之子。,The son of Xie Shengjun,Son of Shengjun Xie.,谢升俊之子,the son of xie shengjun,son of shengjun xie,4640.434547901154
为王羲之第七子。,The seventh son of King Xizhi,He is the seventh son of Xizhi Wang.,为王羲之第七子,the seventh son of king xizhi,he is the seventh son of xizhi wang,4640.434547901154
通过后代带有父母显性基因的数量来推测繁殖的成效。,Guess the effect of reproduction by including시다plast,The number of dominant gene prediction carried by the parents that can predict the outcome of the offspring reproduction.,通过后代带有父母显性基因的数量来推测繁殖的成效,guess the effect of reproduction by including시다plast,the number of dominant gene prediction carried by the parents that can predict the outcome of the offspring reproduction,4640.434547901154
霍尔梅奇农村居民点是俄罗斯联邦布良斯克州苏泽姆卡区所属的一个农村居民点。,"The Bormechi Rural Residence is located in the Muka District of Buryansk, Russia.","Holmech rural settlement is managed by the Suzemka District, Bryansk Oblast of Russian Federation.",霍尔梅奇农村居民点是俄罗斯联邦布良斯克州苏泽姆卡区所属的一个农村居民点,the bormechi rural residence is located in the muka district of buryansk russia,holmech rural settlement is managed by the suzemka district bryansk oblast of russian federation,4640.434547901154
含新装版。,Oxygen hyper alike,It contains the new edition.,含新装版,oxygen hyper alike,it contains the new edition,4640.434547901154
关于蛋白质的列表。,Relationship of protein,About the list of proteins.,关于蛋白质的列表,relationship of protein,about the list of proteins,4640.434547901154
人口数最高的独立市是马里兰州巴尔的摩。,"The most independent city in the world is Baltimore, Maryland.","The largest population of Independent city is Baltimore, Maryland State.",人口数最高的独立市是马里兰州巴尔的摩,the most independent city in the world is baltimore maryland,the largest population of independent city is baltimore maryland state,4640.434547901154
这些是着名的普林斯顿大学人物。,These are famous Princeton University people,Great figures are from the famous Princeton University.,这些是着名的普林斯顿大学人物,these are famous princeton university people,great figures are from the famous princeton university,4640.434547901154
母仲氏。,Mu Zhong Shi,His mother’s family name is Zhong.,母仲氏,mu zhong shi,his mother s family name is zhong,4640.434547901154
归属旅顺基地建制。,Located in Lushun base building,It belongs to the organizational system of Lvshun Base.,归属旅顺基地建制,located in lushun base building,it belongs to the organizational system of lvshun base,4640.434547901154
珙县芙蓉矿区是四川省重要的煤田。,Gongxian Furong Mine Area is an important coal field in Sichuan Province.,Furong Mining Area of Gong County is the most imperative coal fields in Sicuan Province.,珙县芙蓉矿区是四川省重要的煤田,gongxian furong mine area is an important coal field in sichuan province,furong mining area of gong county is the most imperative coal fields in sicuan province,4640.434547901154
大门外及两旁挖有水池。,There is a pool on both sides of the gate.,There is a pool that lies outside the gate and both sides of the gate.,大门外及两旁挖有水池,there is a pool on both sides of the gate,there is a pool that lies outside the gate and both sides of the gate,4640.434547901154
公园范围包括北潭凹至榕树澳一带。,The park range includes the Northern Tan'ao to Rongshu Ao area.,Park includes the areas of Bei Tan Ao and Rong Shu Ao.,公园范围包括北潭凹至榕树澳一带,the park range includes the northern tan ao to rongshu ao area,park includes the areas of bei tan ao and rong shu ao,4640.434547901154
而水笙正默默地在雪谷等着他。,And the water is quietly waiting for him in the valley.,Sheng Shui is silently waiting for him in the snow valley.,而水笙正默默地在雪谷等着他,and the water is quietly waiting for him in the valley,sheng shui is silently waiting for him in the snow valley,4640.434547901154
天方国也派遣大臣带方物随七人朝贡。,The conflicted revivalist National Council and Party members be christians,Arab Region also dispatched the ministers along with his/her seven waiters to pay tribute to the emperor.,天方国也派遣大臣带方物随七人朝贡,the conflicted revivalist national council and party members be christians,arab region also dispatched the ministers along with his her seven waiters to pay tribute to the emperor,4640.434547901154
领宣府等十县。,יש Plato 楊潤校,Ling Xuan Government and other ten counties.,领宣府等十县,יש plato 楊潤校,ling xuan government and other ten counties,4640.434547901154
征西将军夏侯玄与李胜是老朋友。,General Zheng Xi Xia Houxuan and Li Sheng are old friends,"Houyuan Xi, General Xi Zheng and Sheng Li are good friends.",征西将军夏侯玄与李胜是老朋友,general zheng xi xia houxuan and li sheng are old friends,houyuan xi general xi zheng and sheng li are good friends,4640.434547901154
顺天府乡试第十五名。,15th place,"He passed the country exams, which executed by the Shun Tian Government, ranking the fifteenth.",顺天府乡试第十五名,15th place,he passed the country exams which executed by the shun tian government ranking the fifteenth,4640.434547901154
莫洛季科沃农村居民点是俄罗斯联邦布良斯克州姆格林区所属的一个农村居民点。,,"Molotikovo Rural Settlement is a rural settlement where lies in Malin District, Bryansk Oblast State of Russia Federation.",莫洛季科沃农村居民点是俄罗斯联邦布良斯克州姆格林区所属的一个农村居民点,,molotikovo rural settlement is a rural settlement where lies in malin district bryansk oblast state of russia federation,4640.434547901154
原先共和党人和底层民众也期盼拉马克将军能够向政府施压迫使政府和平转变。,Former Republican and lower-level people also expect General Lamarck to pressure the government and force the government to change peacefully.,The original republicans and grass roots also hope that General Lamarck would put pressure on the government to transform them peacefully.,原先共和党人和底层民众也期盼拉马克将军能够向政府施压迫使政府和平转变,former republican and lower level people also expect general lamarck to pressure the government and force the government to change peacefully,the original republicans and grass roots also hope that general lamarck would put pressure on the government to transform them peacefully,4640.434547901154
人资小周末创办人,人资小周末创办人 Renzi Xiaozhoumo Chuangbannen,Founded by the HR Friday,人资小周末创办人,人资小周末创办人 renzi xiaozhoumo chuangbannen,founded by the hr friday,4640.434547901154
热基蒂巴是巴西米纳斯吉拉斯州的一个市镇。,Reji Diba is a town in the Basque state of Minas Gerais.,"Jekitiba is a municipality where lies in Minas Gerais State, Brazil.",热基蒂巴是巴西米纳斯吉拉斯州的一个市镇,reji diba is a town in the basque state of minas gerais,jekitiba is a municipality where lies in minas gerais state brazil,4640.434547901154
此后他进入哲蚌寺洛色林扎仓学习佛法。,"After death, he entered the Zhebang Temple, Rosalind, to learn Buddhism.","Afterwards, he began to study dharma in Drepung Monastery.",此后他进入哲蚌寺洛色林扎仓学习佛法,after death he entered the zhebang temple rosalind to learn buddhism,afterwards he began to study dharma in drepung monastery,4640.434547901154
刺呈灰色。,刺澄灰色,Thorn is gray.,刺呈灰色,刺澄灰色,thorn is gray,4640.434547901154
是由一群想尽快破关并回到现实世界的人组成。,It is a group of people who want to break through and return to the real world as soon as possible.,The group made up by those who are eager to break the barrier as soon as possible and return to the real world.,是由一群想尽快破关并回到现实世界的人组成,it is a group of people who want to break through and return to the real world as soon as possible,the group made up by those who are eager to break the barrier as soon as possible and return to the real world,4640.434547901154
沃穆瓦斯。,one blessing THE many blessings,Wo Moisville.,沃穆瓦斯,one blessing the many blessings,wo moisville,4640.434547901154
康熙五十年升任偏沅巡抚。,Kangxi 50 years after the Britney Spears,"For 5 decades of Kangxi, he promoted as the remote governor.",康熙五十年升任偏沅巡抚,kangxi 50 years after the britney spears,for 5 decades of kangxi he promoted as the remote governor,4640.434547901154
希望他能够改变心意,Hope it can change the mind,I hope that he can change his mind,希望他能够改变心意,hope it can change the mind,i hope that he can change his mind,4640.434547901154
美丽假花瓣蟹为扇蟹科假花瓣蟹属的动物。,Beautiful fake flower half crab is the animal of the good crab shell fake flower half crab,Beautiful false-petal crab is the animal of genus Pseudoliomera of Xanthidae.,美丽假花瓣蟹为扇蟹科假花瓣蟹属的动物,beautiful fake flower half crab is the animal of the good crab shell fake flower half crab,beautiful false petal crab is the animal of genus pseudoliomera of xanthidae,4640.434547901154
其他的数字可以用这三个基本数字的组合来形容。,Other numbers can be used to describe the combination of these three basic numbers.,Combination of 3 basic numbers can be described the other numbers.,其他的数字可以用这三个基本数字的组合来形容,other numbers can be used to describe the combination of these three basic numbers,combination of 3 basic numbers can be described the other numbers,4640.434547901154
官至左副都御史巡抚江西。,Exemple,He or she in charge of the Zuo fuduyuyush governor of Jiangxi Province.,官至左副都御史巡抚江西,exemple,he or she in charge of the zuo fuduyuyush governor of jiangxi province,4640.434547901154
位于河南省的登封观星台和周公测景台是中国现存最古老的天文观测建筑。,The Dengfeng Guanxing and Zhou Gong Tseting Pagoda in Henan are the oldest astronomical buildings in China.,"Located in the Dengfeng Stargazing Station, Henan Province and Zhou Gong Viewing Platforms, it is the well-preserved Astronomical Observation Buildings in China.",位于河南省的登封观星台和周公测景台是中国现存最古老的天文观测建筑,the dengfeng guanxing and zhou gong tseting pagoda in henan are the oldest astronomical buildings in china,located in the dengfeng stargazing station henan province and zhou gong viewing platforms it is the well preserved astronomical observation buildings in china,4640.434547901154
公司引入福建华侨林文镜旗下公司融侨实业发展为企业投资者。,"The company is a business investor in the business development of Rongqiao Industrial Development, a company under the name of Lin Wenjing, a company in Fujian, Huajiao.","Company introduced investor, Wenjing Lin, a Fujian Overseas Chinese, and his company whose name is called Rong Qiao Group so as to invest enterprise.",公司引入福建华侨林文镜旗下公司融侨实业发展为企业投资者,the company is a business investor in the business development of rongqiao industrial development a company under the name of lin wenjing a company in fujian huajiao,company introduced investor wenjing lin a fujian overseas chinese and his company whose name is called rong qiao group so as to invest enterprise,4640.434547901154
同治十二年以审理杨乃武与小白菜一案闻名。,"In that year, theき did not have the lost to finish. I have progresses that bade by that day, I did not put a lack of Jewelry yet, I have not shifted in the shirt of mine, Not seasoning that my contain on,",He is famous for hearing between a case of Yang Naiwu and Xiao Baicai during the 12th year of Tongzhi.,同治十二年以审理杨乃武与小白菜一案闻名,in that year theき did not have the lost to finish i have progresses that bade by that day i did not put a lack of jewelry yet i have not shifted in the shirt of mine not seasoning that my contain on,he is famous for hearing between a case of yang naiwu and xiao baicai during the 12th year of tongzhi,4640.434547901154
所有亚洲羽毛球联合会辖下的会员都具有参赛资格。,All athletes in the Asian FOOTBALL UNIVERSITY have the qualification to participate in the competition.,All the members under Asia Badminton League are eligible to take part in the contest.,所有亚洲羽毛球联合会辖下的会员都具有参赛资格,all athletes in the asian football university have the qualification to participate in the competition,all the members under asia badminton league are eligible to take part in the contest,4640.434547901154
威利斯曾就读于圣保罗小学和。,Wesley studied at St. Paul's Elementary School and,Willis once attended the St. Paul’s Elementary School.,威利斯曾就读于圣保罗小学和,wesley studied at st paul s elementary school and,willis once attended the st paul s elementary school,4640.434547901154
它用于有机合成中巯基的引入。,Kapshavi or combat,It is used/available for the introduction of mercapto in organic synthesis.,它用于有机合成中巯基的引入,kapshavi or combat,it is used available for the introduction of mercapto in organic synthesis,4640.434547901154
另一部分就是青羌族。,The other part is the Qingqiang tribe,"The other part is Qingqiang Ethnic Minority People of Sicuan Province, China.",另一部分就是青羌族,the other part is the qingqiang tribe,the other part is qingqiang ethnic minority people of sicuan province china,4640.434547901154
扎达诺夫是乌克兰现任青年和体育部长。,Zadanov is the current Ukrainian youth and sports minister.,Ihor Zhdanov is served as the current minister of Youth and Sports in Ukraine.,扎达诺夫是乌克兰现任青年和体育部长,zadanov is the current ukrainian youth and sports minister,ihor zhdanov is served as the current minister of youth and sports in ukraine,4640.434547901154
巧家合欢为豆科合欢属下的一个种。,A variety of,Albizia duclouxii nep.is the species of albizia julibrisssin durazz.,巧家合欢为豆科合欢属下的一个种,a variety of,albizia duclouxii nep is the species of albizia julibrisssin durazz,4640.434547901154
别墅通常是一栋独立建筑或多栋建筑组成。,Villages are usually a single independent building or multi-storied buildings.,Villa is usually made up of independent buildings or multiple buildings.,别墅通常是一栋独立建筑或多栋建筑组成,villages are usually a single independent building or multi storied buildings,villa is usually made up of independent buildings or multiple buildings,4640.434547901154
其运行的列车又分为直通旅客列车与管内旅客列车。,The train is divided into three different niches ... straight ver später train and mart Sachse,The operating railway is divided into fast passenger trains and temporary passenger trains.,其运行的列车又分为直通旅客列车与管内旅客列车,the train is divided into three different niches straight ver später train and mart sachse,the operating railway is divided into fast passenger trains and temporary passenger trains,4640.434547901154
觉罗长麟乙未科进士。,,Jueluo Changlin has successfully passed the Yiwei palace examination.,觉罗长麟乙未科进士,,jueluo changlin has successfully passed the yiwei palace examination,4640.434547901154
柠檬黄层腹菌是属于伞菌目层腹菌科层腹菌属的一种担子菌。,platform Far East TransVideo Production,Hydnangium citrinum is a kind of basidiomycota that subordinated into the genus hydnangium.,柠檬黄层腹菌是属于伞菌目层腹菌科层腹菌属的一种担子菌,platform far east transvideo production,hydnangium citrinum is a kind of basidiomycota that subordinated into the genus hydnangium,4640.434547901154
被道教的外丹和内丹派都视为重要的着作。,被道教的外丹和内丹派都视为重要的著作 The external and internal factions of Daoism are seen as important authors.,Taoist’s external and internal alchemy can be considered as the important works.,被道教的外丹和内丹派都视为重要的着作,被道教的外丹和内丹派都视为重要的著作 the external and internal factions of daoism are seen as important authors,taoist s external and internal alchemy can be considered as the important works,4640.434547901154
该物种的模式产地在江苏南京。,"The model of the species is produced in Nanjing, Jiangsu Province.","The species' type locality is in Nanjing, Jiangsu Province.",该物种的模式产地在江苏南京,the model of the species is produced in nanjing jiangsu province,the species type locality is in nanjing jiangsu province,4640.434547901154
骰子也是容易制作和取得的乱数产生器。,A sieve is a 하니까 produced and obtained rarely.,Dice is the random number generator which is easy to make and get.,骰子也是容易制作和取得的乱数产生器,a sieve is a 하니까 produced and obtained rarely,dice is the random number generator which is easy to make and get,4640.434547901154
伏龙芝军事学院是苏联陆军培养中级指挥和参谋军官的军事院校。,The Fulongzhi Military Academy is a military academy that trains and trains the military commander and the military officer of the Soviet Army.,Volongze Military Academy is the military academy in Soviet.Their mission is to train the junior commanding officer and staff officer.,伏龙芝军事学院是苏联陆军培养中级指挥和参谋军官的军事院校,the fulongzhi military academy is a military academy that trains and trains the military commander and the military officer of the soviet army,volongze military academy is the military academy in soviet their mission is to train the junior commanding officer and staff officer,4640.434547901154
曼彻斯特位于辛辛那提与西弗吉尼亚州亨廷顿的中间点。,"Manchester is located in Cincinnati, in Huntington, West Virginia.",Manchester lies in the mid-point between Cincinnati State and Huntington State.,曼彻斯特位于辛辛那提与西弗吉尼亚州亨廷顿的中间点,manchester is located in cincinnati in huntington west virginia,manchester lies in the mid point between cincinnati state and huntington state,4640.434547901154
三氧化二磷由白磷在有限的氧气中燃烧得到。,三花甲二林 由白磷在有限的氧气中燃烧得道,Phosphorus trioxide is obtained when white phosphorus burning in the limited oxygen.,三氧化二磷由白磷在有限的氧气中燃烧得到,三花甲二林 由白磷在有限的氧气中燃烧得道,phosphorus trioxide is obtained when white phosphorus burning in the limited oxygen,4640.434547901154
佩尔东伊斯是巴西米纳斯吉拉斯州的一个市镇。,,"Perdonis is a town where lies in the State of Minas Gerais, Brazil.",佩尔东伊斯是巴西米纳斯吉拉斯州的一个市镇,,perdonis is a town where lies in the state of minas gerais brazil,4640.434547901154
市内有一城市博物馆和一个画廊。,There is a museum and a gallery in the city.,There are a City Museum and Gallery in urban areas.,市内有一城市博物馆和一个画廊,there is a museum and a gallery in the city,there are a city museum and gallery in urban areas,4640.434547901154
号玛哈萨嘛谛。,I bought three crabs,Mahasamādhi.,号玛哈萨嘛谛,i bought three crabs,mahasamādhi,4640.434547901154
科尼河畔丰特奈人口变化图示,Knih,Population Change Diagram of Fontenay-sur-Conie.,科尼河畔丰特奈人口变化图示,knih,population change diagram of fontenay sur conie,4640.434547901154
双光子物理是粒子物理学中描述两个光子间相互作用的一个分支。,Double-point physics is a formula that describes the interaction between two points in quantum physics.,Gemini Photophysics describes a branch of two interactive between two photons in the particle physics.,双光子物理是粒子物理学中描述两个光子间相互作用的一个分支,double point physics is a formula that describes the interaction between two points in quantum physics,gemini photophysics describes a branch of two interactive between two photons in the particle physics,4640.434547901154
三岛县是越南永福省下辖的一个县。,"The San Dao line is a line in Yongfu Province, Vietnam.","Sandao is under the jurisdiction of Yongfu County, Vietnam Province.",三岛县是越南永福省下辖的一个县,the san dao line is a line in yongfu province vietnam,sandao is under the jurisdiction of yongfu county vietnam province,4640.434547901154
他曾是上普罗旺斯天文台的主任。,He was once the leader of the incapability Quand 말� stone,He was once the director of Provence Observatory.,他曾是上普罗旺斯天文台的主任,he was once the leader of the incapability quand 말 stone,he was once the director of provence observatory,4640.434547901154
因此康德也无法宣称物自体的存在。,"Therefore, Kant cannot claim the existence of the material body.",Kant cannot declare the existence of Thing-in-itself.,因此康德也无法宣称物自体的存在,therefore kant cannot claim the existence of the material body,kant cannot declare the existence of thing in itself,4640.434547901154
安氏河马长颌鱼的图片,A picture of considers making Chinese Horse ver.,The picture of hippopotamus and long-jawed fish,安氏河马长颌鱼的图片,a picture of considers making chinese horse ver,the picture of hippopotamus and long jawed fish,4640.434547901154
费尔泰姆是德国下萨克森州的一个市镇。,Feltham is a town in the German city of Sachsen.,"Feltam is a small town under the jurisdiction of Sachsen-Anhalt, Germany.",费尔泰姆是德国下萨克森州的一个市镇,feltham is a town in the german city of sachsen,feltam is a small town under the jurisdiction of sachsen anhalt germany,4640.434547901154
另外寺内还有北宋经幢一座。,There is also a gold table in the north.,"Besides, there is a Buddhist stone pillar which built in the Northern Song Dynasty in the temple.",另外寺内还有北宋经幢一座,there is also a gold table in the north,besides there is a buddhist stone pillar which built in the northern song dynasty in the temple,4640.434547901154
此举被视为斯普鲁恩斯的第二个个重要决策。,This is the second important decision of Spruance.,The measure can be considered as the second imperative decisions by Raymond Ames Spruance.,此举被视为斯普鲁恩斯的第二个个重要决策,this is the second important decision of spruance,the measure can be considered as the second imperative decisions by raymond ames spruance,4640.434547901154
仁义镇为湖南省桂阳县所辖镇。,"Renyi Town is a town in Guiyang County, Hunan Province.","Renyi Village is under the jurisdiction of Guiyang County, Hunan Province.",仁义镇为湖南省桂阳县所辖镇,renyi town is a town in guiyang county hunan province,renyi village is under the jurisdiction of guiyang county hunan province,4640.434547901154
现任男友为马来西亚演员盛天俊。,My boyfriend is a Malaysian actor named Sheng Tianjun,"The incumbent/current boyfriend, Sheng Tianjun, is a Malaysian actor.",现任男友为马来西亚演员盛天俊,my boyfriend is a malaysian actor named sheng tianjun,the incumbent current boyfriend sheng tianjun is a malaysian actor,4640.434547901154
西北省,Siba,Northwest Province,西北省,siba,northwest province,4640.434547901154
旅游文学指内容与旅游相关的创作。,Tourism literature refers to the content of the song related to tourism,Tourism Literature related to the composing of content and tourism.,旅游文学指内容与旅游相关的创作,tourism literature refers to the content of the song related to tourism,tourism literature related to the composing of content and tourism,4640.434547901154
乳腺导管原位癌。,乳腺导管原味癌,Ductal carcinoma in situ (DCIS for short).,乳腺导管原位癌,乳腺导管原味癌,ductal carcinoma in situ,4640.434547901154
官至都御史。,关志都御史 Guan Zhi Du Yu Shi,People who in charge of the supervisory officer.,官至都御史,关志都御史 guan zhi du yu shi,people who in charge of the supervisory officer,4640.434547901154
古坟是日本本土最西的前方后圆坟。,The ancient grave is the most rare front and rear garden graves in Japan.,The round back tomb which lies in the westernmost front in Japan mainland.,古坟是日本本土最西的前方后圆坟,the ancient grave is the most rare front and rear garden graves in japan,the round back tomb which lies in the westernmost front in japan mainland,4640.434547901154
吉姆霍格县是位于美国德克萨斯州南部的一个县。,"The Gimpo Bridge is a line in the south of Texas, USA.",Jim Hoggy County is a country where lies in the southern Texas of United State.,吉姆霍格县是位于美国德克萨斯州南部的一个县,the gimpo bridge is a line in the south of texas usa,jim hoggy county is a country where lies in the southern texas of united state,4640.434547901154
将包装打开,Open the package,Please open the package.,将包装打开,open the package,please open the package,4640.434547901154
